,cust,grade
1437,M047788571,General
1438,M047887049,VIP
1439,M047950443,General
1440,M047966467,General
1441,M047980278,General
1442,M048032573,VIP
1443,M048032817,General
1444,M048054049,General
1445,M048106032,General
1446,M048155337,General
1447,M048226637,MVG
1448,M048252596,General
1449,M048258768,General
1450,M048275758,General
1451,M048287230,General
1452,M048307510,General
1453,M048331732,General
1454,M048371652,General
1455,M048384834,General
1456,M048421352,General
1457,M048445527,General
1458,M048471126,General
1459,M048584962,General
1460,M048586165,VIP
1461,M048641177,General
1462,M048646293,General
1463,M048650942,General
1464,M048661264,General
1465,M048734894,General
1466,M048746311,VIP
1467,M048854495,General
1468,M048866855,VIP
1469,M048877870,General
1470,M048965303,General
1471,M048996717,General
1472,M049021000,General
1473,M049027983,General
1474,M049054083,General
1475,M049058574,General
1476,M049084583,General
1477,M049121161,General
1478,M049131587,General
1479,M049147786,General
1480,M049203711,General
1481,M049216782,General
1482,M049231125,General
1483,M049286260,General
1484,M049288827,VIP
1485,M049320021,General
1486,M049345995,General
1487,M049475431,General
1488,M049487914,General
1489,M049562016,General
1490,M049621013,General
1491,M049693417,General
1492,M049699804,General
1493,M049729478,General
1494,M049792550,VIP
1495,M049793704,General
1496,M049811117,General
1497,M049912018,General
1498,M049927638,General
1499,M049927846,General
1500,M049941417,General
1501,M050032265,General
1502,M050035342,VIP
1503,M050037422,General
1504,M050041697,General
1505,M050056882,General
1506,M050058326,General
1507,M050101003,VIP
1508,M050147944,General
1509,M050156093,VIP
1510,M050173190,General
1511,M050258217,General
1512,M050275195,VIP
1513,M050283671,General
1514,M050284838,VIP
1515,M050285584,VIP
1516,M050323508,General
1517,M050381215,General
1518,M050388344,VIP
1519,M050388732,General
1520,M050405483,General
1521,M050516283,General
1522,M050517741,General
1523,M050571048,VIP
1524,M050571384,General
1525,M050571621,VIP
1526,M050653249,General
1527,M050666088,General
1528,M050705092,General
1529,M050724070,VIP
1530,M050731167,General
1531,M050741091,General
1532,M050770774,General
1533,M050781933,VIP
1534,M050823172,General
1535,M050861178,General
1536,M050939327,General
1537,M050994369,General
1538,M051007874,General
1539,M051013001,General
1540,M051020916,General
1541,M051079192,VIP
1542,M051086046,General
1543,M051103818,General
1544,M051173889,General
1545,M051177577,MVG
1546,M051190906,MVG
1547,M051198918,General
1548,M051200759,General
1549,M051207337,General
1550,M051228523,VIP
1551,M051297397,General
1552,M051298452,General
1553,M051305348,General
1554,M051370149,General
1555,M051383948,General
1556,M051464062,General
1557,M051545666,General
1558,M051581833,VIP
1559,M051611223,VIP
1560,M051721212,General
1561,M051777514,VIP
1562,M051792698,General
1563,M051897391,VIP
1564,M051925317,General
1565,M051981925,General
1566,M052078037,General
1567,M052101430,General
1568,M052155966,General
1569,M052186520,VIP
1570,M052217644,General
1571,M052219216,General
1572,M052226273,General
1573,M052236972,VIP
1574,M052251047,General
1575,M052334463,General
1576,M052348195,General
1577,M052425190,VIP
1578,M052429414,General
1579,M052443217,MVG
1580,M052473727,General
1581,M052552979,General
1582,M052573171,General
1583,M052620806,General
1584,M052658222,VIP
1585,M052669758,General
1586,M052692033,General
1587,M052715164,General
1588,M052721089,General
1589,M052741725,General
1590,M052767875,VIP
1591,M052785292,General
1592,M052837459,General
1593,M052840393,General
1594,M052865440,General
1595,M052867920,General
1596,M052909945,General
1597,M052968407,General
1598,M053071039,VIP
1599,M053078484,General
1600,M053105884,General
1601,M053253272,General
1602,M053256611,General
1603,M053281627,General
1604,M053291261,General
1605,M053300021,General
1606,M053333840,General
1607,M053373693,General
1608,M053378947,General
1609,M053409848,General
1610,M053430919,General
1611,M053512745,General
1612,M053518816,VIP
1613,M053533461,VIP
1614,M053567097,General
1615,M053631659,General
1616,M053815184,General
1617,M053820581,VIP
1618,M053861038,General
1619,M053988830,General
1620,M054002487,MVG
1621,M054057405,General
1622,M054088657,General
1623,M054090448,VIP
1624,M054106081,General
1625,M054139376,VIP
1626,M054142332,General
1627,M054153739,General
1628,M054153775,VIP
1629,M054184138,General
1630,M054188625,General
1631,M054192401,General
1632,M054218745,General
1633,M054350787,General
1634,M054351548,General
1635,M054395652,MVG
1636,M054473292,General
1637,M054573350,General
1638,M054578187,General
1639,M054579732,VIP
1640,M054600689,General
1641,M054687684,General
1642,M054694720,General
1643,M054703491,General
1644,M054731664,General
1645,M054815763,General
1646,M054871754,General
1647,M054922365,General
1648,M054931934,VIP
1649,M054966395,General
1650,M055093452,VIP
1651,M055105103,General
1652,M055113089,General
1653,M055137010,VIP
1654,M055156863,General
1655,M055160346,General
1656,M055277442,General
1657,M055315734,General
1658,M055369877,VIP
1659,M055372784,VIP
1660,M055393750,General
1661,M055399779,General
1662,M055410373,General
1663,M055428858,General
1664,M055516126,General
1665,M055544793,VIP
1666,M055560874,General
1667,M055586276,VIP
1668,M055595379,General
1669,M055688186,General
1670,M055733211,General
1671,M055758266,General
1672,M055767919,General
1673,M055769504,LENITH
1674,M055776059,General
1675,M055777912,General
1676,M055830606,General
1677,M055900498,General
1678,M055905901,General
1679,M055937009,General
1680,M055939543,General
1681,M055940791,General
1682,M055967343,General
1683,M056029174,General
1684,M056044433,General
1685,M056145651,VIP
1686,M056170539,General
1687,M056208471,General
1688,M056219782,General
1689,M056324836,General
1690,M056364906,General
1691,M056407939,General
1692,M056459283,General
1693,M056459503,VIP
1694,M056462456,General
1695,M056476570,General
1696,M056589086,General
1697,M056596742,General
1698,M056609774,General
1699,M056613825,General
1700,M056617460,General
1701,M056621722,VIP
1702,M056635590,General
1703,M056644675,General
1704,M056694629,General
1705,M056705012,General
1706,M056715433,General
1707,M056729430,MVG
1708,M056753299,VIP
1709,M056755031,General
1710,M056778300,General
1711,M056789182,General
1712,M056852343,General
1713,M056889799,General
1714,M056896338,General
1715,M056915029,General
1716,M056930745,General
1717,M056972284,General
1718,M056973418,General
1719,M057015266,MVG
1720,M057032930,General
1721,M057037090,VIP
1722,M057096251,General
1723,M057111638,VIP
1724,M057159597,VIP
1725,M057216075,General
1726,M057217691,General
1727,M057249400,General
1728,M057335250,VIP
1729,M057416367,VIP
1730,M057477969,General
1731,M057558020,General
1732,M057602790,VIP
1733,M057620037,General
1734,M057690131,General
1735,M057729555,VIP
1736,M057730243,General
1737,M057736146,VIP
1738,M057796559,VIP
1739,M057803870,General
1740,M057846866,General
1741,M057887038,General
1742,M057899264,General
1743,M057942441,General
1744,M057944172,General
1745,M057945954,General
1746,M057952519,General
1747,M057966175,General
1748,M057982536,General
1749,M058034467,General
1750,M058050991,General
1751,M058068496,General
1752,M058071296,General
1753,M058081720,MVG
1754,M058103498,General
1755,M058109411,General
1756,M058113377,General
1757,M058118055,General
1758,M058162968,VIP
1759,M058176200,VIP
1760,M058287503,General
1761,M058299099,General
1762,M058328532,VIP
1763,M058364605,General
1764,M058369358,VIP
1765,M058411694,General
1766,M058493876,General
1767,M058569410,General
1768,M058584922,General
1769,M058599368,General
1770,M058628075,General
1771,M058642605,General
1772,M058649480,General
1773,M058650684,General
1774,M058709903,General
1775,M058727711,General
1776,M058754659,General
1777,M058762899,General
1778,M058774633,General
1779,M058847456,VIP
1780,M058898235,General
1781,M058969826,General
1782,M058973915,General
1783,M059051082,General
1784,M059057065,General
1785,M059087283,General
1786,M059120107,General
1787,M059168981,General
1788,M059184567,General
1789,M059243664,VIP
1790,M059275971,General
1791,M059302508,General
1792,M059329351,VIP
1793,M059339371,General
1794,M059357861,General
1795,M059381762,General
1796,M059417490,General
1797,M059480469,General
1798,M059544045,VIP
1799,M059586129,General
1800,M059601320,General
1801,M059603556,General
1802,M059605585,General
1803,M059628455,General
1804,M059656522,General
1805,M059814990,General
1806,M059828845,General
1807,M059921616,General
1808,M059951147,General
1809,M059952135,VIP
1810,M059965216,General
1811,M059984432,General
1812,M060049131,VIP
1813,M060081416,General
1814,M060109331,General
1815,M060118164,VIP
1816,M060129966,General
1817,M060207253,MVG
1818,M060277669,General
1819,M060305016,VIP
1820,M060350786,General
1821,M060357800,General
1822,M060385230,General
1823,M060392453,General
1824,M060416593,General
1825,M060435572,General
1826,M060437737,General
1827,M060448896,General
1828,M060482501,General
1829,M060527208,General
1830,M060646742,General
1831,M060790553,General
1832,M060910636,General
1833,M060975093,General
1834,M060976756,General
1835,M060978650,General
1836,M061026838,VIP
1837,M061069756,General
1838,M061071852,VIP
1839,M061073007,VIP
1840,M061155123,VIP
1841,M061169861,General
1842,M061215618,General
1843,M061272282,General
1844,M061276278,General
1845,M061297899,VIP
1846,M061333045,General
1847,M061397467,General
1848,M061464740,General
1849,M061468497,General
1850,M061529274,General
1851,M061530328,MVG
1852,M061567206,General
1853,M061589994,VIP
1854,M061683673,VIP
1855,M061741622,General
1856,M061808581,VIP
1857,M061872054,General
1858,M061879808,MVG
1859,M061890340,General
1860,M061906173,VIP
1861,M061969814,General
1862,M062015444,General
1863,M062017475,General
1864,M062070017,General
1865,M062081677,General
1866,M062096421,General
1867,M062157039,General
1868,M062303077,General
1869,M062353227,General
1870,M062359799,General
1871,M062378495,General
1872,M062384024,VIP
1873,M062406215,General
1874,M062470149,VIP
1875,M062551521,General
1876,M062598719,VIP
1877,M062626476,General
1878,M062661758,VIP
1879,M062713188,VIP
1880,M062720600,General
1881,M062797620,General
1882,M062809704,General
1883,M062826009,VIP
1884,M062833416,VIP
1885,M062894782,General
1886,M062895803,General
1887,M062904559,General
1888,M062948799,General
1889,M062970332,General
1890,M063003991,General
1891,M063005501,General
1892,M063050819,General
1893,M063059486,General
1894,M063107810,General
1895,M063164420,General
1896,M063181771,General
1897,M063228193,General
1898,M063241538,General
1899,M063337050,General
1900,M063391273,General
1901,M063403258,VIP
1902,M063431685,General
1903,M063461388,General
1904,M063467682,General
1905,M063467735,General
1906,M063475859,General
1907,M063508105,General
1908,M063584440,General
