cust,ma_fem_dv,ages,zon_hlv,grade
M037376500,0,2,8,General
M037392688,1,3,17,VIP+
M037404866,0,1,17,General
M037453165,0,2,8,General
M037461825,0,3,12,VIP+
M037518286,0,5,9,General
M037532132,1,1,10,General
M037536150,0,1,17,General
M037548474,0,2,10,VIP
M037549585,0,2,10,General
M037658062,0,3,12,General
M037663353,1,1,9,General
M037696259,0,3,17,General
M037702262,0,3,10,VIP
M037710479,0,2,16,MVG-Ace
M037774440,1,3,10,General
M037835065,0,2,10,General
M037896044,0,2,16,General
M037911118,0,2,5,VIP
M038018531,0,2,14,General
M038025013,0,2,17,General
M038060968,0,0,4,General
M038082268,0,2,10,General
M038137438,1,2,17,VIP+
M038184196,0,2,17,General
M038205099,1,4,8,General
M038211183,1,1,9,General
M038270435,0,2,10,VIP+
M038285949,0,4,6,General
M038303829,0,3,13,General
M038315439,1,4,16,General
M038326204,0,0,17,General
M038336563,0,1,17,General
M038376200,1,0,10,General
M038385757,0,1,10,General
M038394637,0,1,11,General
M038440469,0,1,4,General
M038517117,0,2,11,General
M038550005,1,2,11,VIP
M038608044,1,0,15,General
M038617186,0,3,17,General
M038626350,1,3,10,VIP+
M038673212,0,2,10,VIP
M038685430,0,3,14,General
M038717640,0,0,17,General
M038749165,0,2,16,VIP
M038770936,1,4,16,General
M038801652,0,2,10,VIP
M038955256,0,5,10,General
M039032216,0,1,4,General
M039065702,1,5,10,General
M039097406,0,3,11,General
M039097739,0,3,17,VIP+
M039218857,0,4,17,General
M039231123,0,3,16,General
M039242841,1,1,15,General
M039296608,0,4,10,General
M039320884,0,2,6,VIP
M039336482,0,1,17,VIP+
M039390128,0,0,16,General
M039451843,0,3,10,General
M039511153,0,1,6,General
M039542742,0,2,10,General
M039582618,0,2,10,General
M039590046,0,2,10,VIP
M039630277,0,2,15,General
M039656170,0,1,10,General
M039679170,1,1,10,General
M039693427,1,1,13,General
M039700018,0,4,17,General
M039765618,1,2,11,VIP
M039785719,0,2,10,General
M039838780,0,4,10,General
M039885076,0,2,17,General
M039902806,0,1,17,VIP+
M039964100,0,2,10,General
M039988273,1,3,3,General
M039989707,1,1,10,General
M040166065,1,2,10,General
M040355637,0,1,11,General
M040398827,1,2,10,General
M040448106,0,3,17,General
M040503216,1,3,17,General
M040573933,0,0,16,General
M040580750,0,3,10,VIP
M040650306,0,2,17,General
M040706769,1,1,3,General
M040722763,0,2,12,General
M040736595,0,1,17,MVG-Ace
M040739748,0,3,16,VIP
M040784463,0,2,17,General
M040835613,1,3,10,VIP
M040839977,0,3,10,General
M040864600,0,1,16,General
M040977916,0,3,17,General
M041003585,0,1,14,VIP
M041025546,0,1,10,General
M041029569,0,2,11,General
M041087256,1,2,9,General
M041148617,0,5,17,General
M041279110,1,1,10,General
M041279403,0,2,4,General
M041303212,0,2,17,MVG-Crown
M041414798,0,3,10,General
M041418226,0,3,17,VIP+
M041459654,1,3,1,General
M041488263,0,3,10,General
M041542868,0,2,11,VIP
M041547676,1,4,6,General
M041556152,1,2,17,General
M041610233,0,4,10,General
M041646889,0,3,17,General
M041671640,0,4,2,General
M041718011,0,2,14,General
M041756011,0,3,17,General
M041790319,0,2,3,General
M041891659,0,1,11,General
M041910644,0,1,10,VIP
M041916121,1,0,10,General
M041949467,1,2,5,VIP
M041954374,0,1,4,General
M041983263,0,0,17,General
M042121134,0,5,17,VIP+
M042133454,0,2,4,General
M042212109,0,2,17,VIP
M042286505,0,0,17,General
M042287054,0,1,10,General
M042307246,1,2,16,General
M042328599,0,1,7,VIP
M042338805,0,2,11,General
M042339319,0,0,10,General
M042346248,1,3,4,General
M042449483,1,1,7,General
M042454285,0,3,11,VIP+
M042466129,0,1,6,General
M042486746,0,0,17,General
M042500644,0,0,6,General
M042503442,0,1,17,General
M042513371,0,0,17,General
M042564340,1,2,10,General
M042614283,0,4,4,General
M042631094,1,3,11,General
M042638395,0,2,10,VIP
M042667132,0,3,10,General
M042675840,1,2,6,General
M042677421,1,3,10,General
M042731273,1,2,10,General
M042737324,0,3,17,VIP+
M042745149,0,1,10,General
M042800296,0,3,17,VIP+
M042916641,0,1,17,General
M043042418,1,2,17,VIP
M043049016,0,2,17,General
M043104578,1,4,15,General
M043106740,0,0,12,General
M043178960,0,1,10,General
M043183175,0,1,10,General
M043192575,0,5,17,General
M043234752,0,3,10,General
M043242882,1,3,10,General
M043250216,1,3,17,VIP
M043359884,0,0,10,VIP+
M043459226,1,2,17,VIP
M043493033,0,1,17,General
M043494808,0,3,17,VIP
M043536286,1,1,17,General
M043611542,0,0,17,General
M043626229,0,0,14,General
M043721895,1,0,17,General
M043729143,0,3,17,General
M043748210,0,4,17,General
M043767284,1,1,17,General
M043773338,1,2,10,General
M043793502,0,2,14,VIP
M043804006,1,2,9,General
M043819861,1,2,4,General
M043852162,1,0,6,General
M043873265,0,2,9,General
M043873800,1,1,17,General
M044037923,0,2,17,General
M044135330,0,3,4,General
M044140320,0,3,9,General
M044181355,0,2,4,General
M044182143,0,3,16,VIP
M044266966,1,0,6,General
M044288508,0,1,10,General
M044352089,0,1,16,VIP
M044376221,0,2,9,General
M044425533,1,2,17,General
M044547101,1,1,10,General
M044626650,0,2,6,General
M044722379,0,4,4,General
M044756724,1,4,10,General
M044772689,1,0,17,General
M044837439,1,1,17,VIP
M044854485,0,1,17,VIP+
M044885220,0,1,17,VIP
M044891394,0,4,10,General
M044901114,0,1,12,VIP+
M044948857,1,4,17,General
M044972327,0,3,10,General
M045055866,0,2,10,General
M045125256,1,3,16,General
M045210756,1,2,10,General
M045220507,1,5,17,General
M045317761,0,2,17,MVG-Ace
M045367365,1,1,1,General
M045416783,1,1,14,General
M045454135,0,2,10,General
M045454139,0,4,6,General
M045488618,0,2,10,General
M045518990,0,2,10,General
M045522081,1,1,17,General
M045574611,0,2,13,General
M045671043,1,3,10,General
M045672107,0,1,5,General
M045677356,0,0,4,VIP
M045719290,0,3,6,General
M045767804,0,2,17,General
M045797634,0,2,10,VIP
M045817767,1,0,11,General
M045874110,0,2,17,VIP
M045913435,1,3,17,General
M045947735,0,3,17,General
M046057112,1,1,17,General
M046079805,1,2,14,General
M046113066,0,2,16,VIP
M046113622,0,1,15,General
M046175292,0,3,17,General
M046204481,0,2,17,General
M046253971,1,3,11,General
M046272236,0,1,8,General
M046283586,0,3,4,VIP+
M046316154,0,4,6,General
M046359625,1,3,14,General
M046399581,0,4,10,General
M046409527,1,1,10,VIP
M046486896,1,2,10,General
M046497583,1,2,10,General
M046501505,1,3,13,General
M046521056,0,0,12,General
M046567517,0,2,10,General
M046672300,0,1,13,VIP
M046679940,1,2,17,VIP+
M046683821,1,3,11,VIP+
M046760217,0,1,12,VIP
M046795385,0,1,10,General
M046801765,0,1,11,General
M046817737,0,2,16,VIP+
M046912727,0,2,4,General
M046929277,1,2,10,General
M046970885,1,4,10,General
M046979611,0,2,12,General
M046984192,0,2,6,VIP
M046990525,0,1,6,General
M046992494,1,1,10,General
M047020269,0,0,17,General
M047116387,0,3,6,General
M047189441,0,3,17,General
M047262601,0,2,10,General
M047264703,0,1,17,General
M047346001,1,3,10,General
M047369323,0,1,17,General
M047382024,1,4,10,VIP
M047394313,0,1,10,VIP+
M047400513,0,2,16,General
M047454279,0,1,17,General
M047458702,0,0,10,General
M047473980,0,1,10,VIP
M047501942,0,2,17,General
M047606716,0,2,10,VIP
M047613038,0,4,17,General
M047616615,0,1,10,VIP+
M047617436,0,4,10,General
M047623676,0,4,12,General
M047643970,1,5,11,MVG-Prestige
M047661782,0,2,11,VIP+
M047678783,1,1,10,MVG-Crown
M047743660,1,1,9,General
M047788571,0,3,5,General
M047887049,0,2,16,VIP
M047950443,1,1,6,General
M047980278,0,1,6,General
M048032573,0,3,10,VIP
M048032817,1,1,10,General
M048054049,0,2,17,General
M048106032,0,1,17,General
M048155337,1,2,5,General
M048226637,1,2,17,MVG-Ace
M048252596,0,0,16,General
M048258768,1,5,17,General
M048287230,0,3,15,General
M048307510,0,0,5,General
M048331732,1,4,11,General
M048371652,0,2,10,General
M048384834,0,2,11,General
M048421352,0,0,17,General
M048445527,0,2,11,General
M048471126,0,2,17,General
M048584962,0,5,1,General
M048586165,0,3,6,VIP
M048641177,0,2,10,General
M048646293,1,0,10,General
M048650942,0,5,17,General
M048661264,0,1,11,General
M048734894,1,2,10,General
M048746311,1,1,10,VIP
M048854495,0,0,10,General
M048866855,0,3,10,VIP
M048877870,0,3,10,General
M048965303,1,1,17,General
M048996717,0,1,17,General
M049021000,1,1,17,General
M049027983,0,0,10,General
M049054083,0,2,10,General
M049084583,0,5,10,General
M049121161,0,2,17,General
M049131587,1,2,17,General
M049147786,0,1,1,General
M049203711,0,1,16,General
M049216782,0,2,3,General
M049286260,0,3,14,General
M049288827,0,3,15,VIP+
M049320021,1,1,11,General
M049345995,0,0,10,General
M049475431,0,1,11,General
M049487914,0,3,10,General
M049562016,1,1,10,General
M049621013,0,0,17,General
M049693417,1,3,9,General
M049699804,0,1,17,General
M049729478,1,3,6,General
M049792550,0,3,10,VIP
M049793704,1,1,10,General
M049811117,1,1,10,General
M049927638,1,2,17,General
M049927846,0,2,17,General
M049941417,0,2,17,General
M050032265,0,1,16,General
M050035342,0,5,10,VIP
M050037422,0,2,16,General
M050041697,1,3,17,General
M050056882,1,2,16,General
M050058326,0,2,10,General
M050101003,0,2,10,VIP
M050147944,0,4,1,General
M050156093,1,3,16,VIP
M050173190,0,2,17,General
M050258217,0,1,10,General
M050275195,1,1,17,VIP
M050283671,0,1,16,General
M050284838,0,3,5,VIP
M050285584,0,2,10,VIP
M050323508,0,1,17,General
M050381215,1,2,10,General
M050388344,1,2,12,VIP
M050388732,0,2,10,General
M050405483,0,1,7,General
M050517741,0,4,17,General
M050571048,0,1,10,VIP
M050571384,1,2,17,General
M050571621,1,3,17,VIP+
M050653249,0,2,6,General
M050666088,0,2,17,General
M050705092,0,2,9,General
M050724070,0,4,17,VIP+
M050731167,1,5,11,General
M050741091,1,3,4,General
M050770774,0,0,16,General
M050781933,1,2,10,VIP
M050823172,0,5,6,General
M050861178,1,3,10,General
M050939327,0,1,11,General
M050994369,1,1,10,General
M051007874,0,0,16,General
M051013001,1,2,17,General
M051020916,1,2,17,General
M051079192,0,3,5,VIP+
M051086046,1,1,17,General
M051173889,0,2,16,General
M051177577,1,1,17,MVG-Crown
M051190906,0,4,14,MVG-Prestige
M051198918,1,3,16,General
M051200759,1,2,17,General
M051207337,0,1,16,General
M051228523,1,1,17,General
M051297397,0,1,17,General
M051305348,0,3,16,General
M051370149,0,3,10,General
M051383948,0,2,12,General
M051464062,0,2,11,General
M051545666,0,3,17,General
M051581833,0,2,17,VIP
M051611223,0,1,13,VIP
M051721212,0,1,10,General
M051777514,0,0,13,VIP
M051792698,1,2,17,General
M051897391,0,3,11,VIP
M051981925,1,4,10,General
M052078037,0,1,12,General
M052101430,0,3,10,General
M052155966,0,1,17,General
M052186520,0,2,10,VIP
M052217644,0,2,8,General
M052226273,1,1,11,General
M052236972,0,1,10,VIP
M052251047,1,1,14,General
M052348195,0,1,10,General
M052425190,0,2,17,VIP+
M052429414,0,2,16,General
M052443217,0,0,14,MVG-Ace
M052473727,1,1,9,General
M052552979,0,1,6,General
M052573171,1,0,17,General
M052620806,0,1,13,General
M052658222,1,2,17,VIP
M052669758,1,1,2,General
M052692033,0,3,4,General
M052715164,1,0,3,General
M052721089,0,2,10,General
M052741725,0,2,3,General
M052767875,0,2,17,VIP
M052785292,0,4,17,General
M052837459,0,2,14,General
M052840393,0,3,10,General
M052865440,0,1,15,General
M052867920,1,2,5,General
M052909945,1,0,13,General
M052968407,0,3,16,General
M053071039,0,2,16,VIP+
M053078484,0,3,5,General
M053253272,1,3,10,General
M053256611,0,2,12,General
M053281627,0,1,10,General
M053291261,1,2,17,General
M053300021,0,4,10,General
M053333840,0,2,17,General
M053373693,0,0,1,General
M053378947,1,2,11,General
M053430919,0,2,13,General
M053512745,0,5,10,General
M053518816,0,3,17,VIP
M053533461,0,2,12,VIP+
M053567097,1,2,6,General
M053815184,1,0,17,General
M053820581,0,2,17,VIP
M053861038,1,4,4,General
M053988830,1,2,11,General
M054002487,0,3,10,MVG-Ace
M054057405,0,0,10,General
M054088657,0,4,10,General
M054090448,1,1,10,VIP
M054106081,1,1,11,General
M054139376,1,2,14,VIP
M054142332,1,2,2,General
M054153739,0,1,14,General
M054153775,0,1,17,VIP
M054184138,1,2,16,General
M054188625,0,2,17,General
M054192401,0,4,4,General
M054350787,0,1,17,General
M054351548,0,0,6,General
M054395652,0,0,16,MVG-Ace
M054473292,0,3,10,General
M054578187,0,1,14,General
M054579732,1,3,17,VIP+
M054600689,0,0,16,General
M054687684,1,2,10,General
M054694720,1,1,13,General
M054703491,0,0,16,General
M054815763,1,0,11,General
M054871754,0,0,10,General
M054922365,1,2,17,General
M054931934,0,3,10,VIP+
M054966395,0,0,11,General
M055093452,1,3,17,VIP
M055105103,0,3,1,General
M055113089,0,3,10,General
M055137010,0,2,10,VIP+
M055156863,1,0,15,General
M055160346,0,2,10,General
M055277442,0,1,15,General
M055315734,1,1,16,General
M055369877,0,2,4,General
M055372784,0,2,17,VIP
M055393750,0,3,4,General
M055399779,0,3,17,General
M055410373,1,1,1,General
M055428858,1,4,10,General
M055516126,0,0,17,General
M055544793,0,2,17,VIP+
M055560874,1,0,15,General
M055586276,1,2,10,VIP
M055688186,1,1,6,General
M055733211,1,0,13,General
M055767919,0,2,17,General
M055769504,1,1,10,LENITH
M055776059,0,5,10,General
M055777912,0,3,17,General
M055830606,0,0,17,General
M055900498,0,1,10,General
M055905901,0,2,16,General
M055937009,1,2,10,General
M055939543,0,3,17,General
M055940791,0,3,6,General
M055967343,1,2,17,General
M056029174,0,0,17,General
M056044433,0,3,10,General
M056145651,0,3,10,VIP+
M056170539,0,1,16,General
M056208471,0,0,17,General
M056219782,0,3,17,General
M056324836,0,2,7,General
M056364906,0,1,10,General
M056407939,0,1,14,General
M056459283,0,1,10,General
M056459503,0,1,16,VIP
M056462456,0,1,5,General
M056589086,0,2,3,General
M056596742,0,3,16,General
M056609774,1,2,4,General
M056613825,0,1,17,General
M056617460,1,0,6,General
M056621722,0,2,17,VIP
M056635590,0,0,17,General
M056644675,0,2,11,General
M056694629,1,2,17,General
M056705012,0,2,17,General
M056715433,1,3,10,General
M056729430,0,2,16,VIP+
M056753299,1,3,14,VIP
M056755031,1,2,13,General
M056778300,0,5,16,General
M056852343,0,3,17,General
M056889799,1,2,10,General
M056896338,0,1,4,General
M056915029,0,0,17,General
M056930745,0,3,17,General
M056972284,1,3,17,General
M056973418,0,2,5,General
M057015266,1,2,10,MVG-Ace
M057032930,0,2,15,General
M057037090,0,2,10,VIP
M057096251,0,1,10,General
M057111638,0,1,17,VIP
M057159597,0,2,17,General
M057216075,1,1,6,General
M057217691,1,5,16,General
M057249400,0,4,10,General
M057335250,1,4,10,VIP
M057416367,0,2,17,VIP
M057477969,1,3,10,General
M057558020,0,2,6,General
M057602790,0,2,17,VIP
M057620037,0,2,12,General
M057690131,1,2,10,General
M057729555,0,1,17,VIP+
M057730243,1,1,10,General
M057736146,0,1,4,VIP
M057796559,0,1,16,VIP+
M057803870,0,3,11,General
M057846866,0,2,3,General
M057887038,0,1,17,General
M057899264,0,2,4,General
M057942441,1,1,12,General
M057944172,0,4,17,General
M057945954,0,4,4,General
M057952519,0,2,10,General
M057966175,0,3,10,General
M057982536,0,3,10,General
M058034467,0,3,16,General
M058050991,0,2,10,General
M058071296,0,2,16,General
M058081720,0,4,16,MVG-Ace
M058103498,0,2,5,General
M058109411,1,3,17,General
M058113377,0,2,10,General
M058118055,1,3,10,General
M058162968,1,4,17,VIP
M058176200,0,2,6,VIP
M058287503,1,0,9,General
M058299099,1,2,14,General
M058328532,1,1,9,VIP
M058364605,1,2,10,General
M058369358,0,3,17,VIP
M058493876,0,1,15,General
M058569410,0,2,12,General
M058584922,1,2,10,General
M058599368,0,3,16,General
M058642605,0,2,11,General
M058649480,0,0,6,General
M058709903,0,0,1,General
M058727711,0,0,4,General
M058754659,0,2,17,General
M058762899,0,0,5,General
M058774633,0,2,9,General
M058847456,0,2,10,VIP
M058973915,0,0,10,General
M059051082,0,2,4,General
M059057065,0,2,10,General
M059087283,1,2,17,General
M059168981,1,0,10,General
M059184567,1,2,10,General
M059243664,0,2,11,VIP
M059275971,0,1,17,General
M059302508,0,1,10,General
M059329351,0,1,10,VIP
M059339371,0,0,13,General
M059357861,1,2,17,General
M059381762,0,1,13,General
M059417490,0,2,10,General
M059480469,0,2,10,General
M059544045,0,1,17,VIP
M059586129,1,2,16,General
M059603556,1,1,15,General
M059605585,0,3,17,General
M059628455,1,0,4,General
M059656522,0,2,15,General
M059814990,0,5,16,General
M059828845,0,2,9,General
M059921616,0,2,10,General
M059952135,1,2,17,VIP+
M059965216,0,2,17,General
M059984432,1,2,10,General
M060049131,0,2,10,VIP+
M060081416,0,4,16,General
M060109331,0,3,10,General
M060118164,1,2,17,VIP
M060129966,0,2,10,General
M060207253,1,3,10,MVG-Ace
M060277669,0,2,10,General
M060305016,1,2,10,VIP
M060350786,0,1,11,General
M060357800,1,3,13,General
M060385230,0,3,10,General
M060392453,1,1,10,General
M060416593,0,1,10,General
M060435572,0,2,17,General
M060437737,0,1,12,General
M060448896,1,1,16,General
M060482501,0,0,10,General
M060527208,0,2,6,General
M060646742,0,4,10,General
M060790553,0,1,17,General
M060910636,0,1,10,General
M060975093,0,3,16,General
M060976756,0,1,17,General
M060978650,1,1,10,General
M061026838,1,0,10,VIP
M061069756,0,2,10,General
M061071852,0,2,10,VIP+
M061073007,0,2,16,VIP
M061155123,0,0,4,VIP
M061215618,1,2,17,General
M061272282,0,1,16,General
M061276278,0,1,10,General
M061297899,0,1,4,VIP
M061333045,0,0,9,General
M061397467,1,1,10,General
M061464740,0,1,4,General
M061468497,0,3,10,General
M061529274,1,2,8,General
M061530328,0,1,6,MVG-Ace
M061567206,0,0,3,General
M061589994,0,0,17,VIP+
M061683673,0,2,3,VIP+
M061741622,0,1,10,General
M061808581,0,5,10,VIP
M061872054,0,0,14,General
M061879808,0,2,6,MVG-Ace
M061906173,0,2,17,VIP+
M061969814,1,2,12,General
M062015444,0,0,8,General
M062070017,0,1,17,General
M062081677,1,1,17,General
M062096421,0,1,4,General
M062157039,1,1,17,General
M062353227,0,5,17,General
M062359799,0,1,17,General
M062384024,1,1,11,VIP
M062406215,0,2,10,General
M062470149,0,4,17,VIP+
M062551521,0,2,10,General
M062598719,0,2,17,VIP
M062626476,0,0,17,General
M062661758,1,4,16,VIP+
M062713188,0,2,15,VIP+
M062720600,0,0,10,General
M062797620,1,2,10,General
M062809704,0,4,5,General
M062826009,0,1,17,VIP
M062833416,0,1,17,General
M062895803,0,1,16,General
M062948799,0,2,14,General
M062970332,1,2,14,General
M063003991,0,2,17,General
M063005501,1,1,1,General
M063050819,0,2,8,General
